SK_ID_CURR,PREDICT
340280,0.7672883
387523,0.20575358
129679,0.20106639
266426,0.5971561
173962,0.2539279
456087,0.5313019
345637,0.2601732
445952,0.55524
317214,0.5355447
190212,0.62713885
105459,0.20829798
105504,0.084061444
352755,0.51177686
361192,0.52063894
215359,0.16176505
229070,0.31362164
366357,0.24529666
251365,0.10083793
343161,0.4244817
283594,0.55255955
370249,0.41906297
207967,0.14103965
132433,0.114363045
390503,0.71457624
273189,0.46272048
236265,0.6555017
101648,0.61763984
299509,0.1490888
445624,0.4347626
184147,0.71675134
119796,0.37921736
285063,0.22395574
168527,0.40023893
349232,0.15796623
115064,0.22264585
300408,0.28986037
224389,0.5221005
299207,0.35530087
321812,0.5103453
432208,0.6490846
291420,0.27634108
278567,0.15300702
444747,0.7322316
394273,0.41043898
156334,0.5847546
118178,0.34659028
213367,0.2071684
240194,0.3622704
252100,0.32678625
322577,0.63598514
235287,0.122406095
238407,0.24593207
116075,0.35866913
420756,0.18945383
201511,0.91084427
376731,0.42322528
124242,0.2147424
177916,0.5266081
165559,0.7330503
236495,0.6448453
328691,0.2628033
112406,0.31324947
138727,0.13846324
256514,0.40453798
245325,0.6583949
134113,0.13334152
429280,0.1580343
345424,0.24566388
118602,0.7233209
360625,0.671816
445264,0.8779809
286780,0.26498333
143490,0.23186713
134922,0.20665602
116451,0.5675476
389889,0.32296804
340350,0.43736425
231590,0.6083783
394955,0.20206116
251914,0.21188505
437122,0.42179194
366131,0.16860224
250255,0.34372535
411721,0.4451185
206090,0.47658104
280467,0.34892675
192214,0.6470941
445701,0.2942175
382052,0.27987024
268734,0.5130594
176552,0.29314634
144392,0.44378528
186041,0.62990075
343629,0.10967245
368789,0.17392305
212849,0.65373886
328649,0.50600517
353870,0.09968897
179584,0.6593813
276970,0.21019049
439572,0.2515269
390817,0.42162198
436184,0.25842276
248221,0.498085
291662,0.8222758
163755,0.19530103
277050,0.08814987
383263,0.29391262
174752,0.45198283
255195,0.3650721
334569,0.28661865
158022,0.8727133
393415,0.8007247
401515,0.33553717
114932,0.17015962
158630,0.5818403
282013,0.38595638
361052,0.5205125
202442,0.13351126
298987,0.23696257
120841,0.72294015
279663,0.37652355
241253,0.5351674
364845,0.36161065
437408,0.42568237
128444,0.13232756
127644,0.24543118
367934,0.6887522
138292,0.44197863
318443,0.110092014
152514,0.37328288
224501,0.11924009
353677,0.1435424
110328,0.8082476
138170,0.6735522
350834,0.7221507
133118,0.38636854
447829,0.1683733
408090,0.7651055
301022,0.3317581
180057,0.35060906
304139,0.56344324
389334,0.1361935
274765,0.14408092
360441,0.16601202
333301,0.109710455
395864,0.54002064
237336,0.71687037
314280,0.8481659
210668,0.6505313
126669,0.23595643
153077,0.19585136
397597,0.5441477
339421,0.1199809
212719,0.28340042
335346,0.38815778
159101,0.7556307
276531,0.20709996
129210,0.15476876
248233,0.43285203
383274,0.49936816
126527,0.48412746
390914,0.74357677
152853,0.27381825
352002,0.82675993
441439,0.13027345
233717,0.2139934
156638,0.5116069
315846,0.6336713
437398,0.43094376
451082,0.12403511
400523,0.3251795
274104,0.610701
281208,0.19106126
415223,0.18083665
316901,0.18304633
420452,0.3432782
121043,0.33967042
358574,0.25625378
176536,0.49637896
339388,0.43194914
315355,0.30196002
310600,0.5847485
110727,0.5959926
265252,0.29680905
345937,0.26496717
295023,0.27413985
330339,0.8421697
194796,0.108150065
415330,0.8082853
207328,0.1783932
438548,0.26066604
310393,0.08518585
175550,0.32926655
111805,0.08544113
398467,0.30899313
105315,0.29321063
438800,0.33434
366139,0.49852914
284350,0.6632893
345312,0.50211823
101541,0.19411832
308714,0.6545842
447219,0.22292033
411528,0.34784645
142913,0.44740373
106382,0.2910201
329773,0.48326457
380695,0.18429586
289729,0.4816277
377601,0.32455888
242726,0.66981596
349521,0.21690665
330864,0.13332617
270258,0.22599341
282130,0.33163387
227041,0.36156765
296587,0.85284406
267406,0.33628088
188730,0.221981
246461,0.45788357
330225,0.2573871
382305,0.06309624
299520,0.32922834
282328,0.2709898
165310,0.23116936
322484,0.31585053
426244,0.22231407
167076,0.37038243
157373,0.35343313
196321,0.13913128
372139,0.333825
407150,0.62561464
111691,0.4505622
402538,0.38588768
133643,0.50860494
376183,0.20858645
295571,0.08656224
446422,0.5884803
126005,0.78039503
365343,0.45457047
331149,0.55908734
335288,0.63402957
105020,0.3855937
331155,0.08097696
398445,0.24577107
418262,0.32780144
227216,0.6818962
346507,0.32515067
220042,0.32182455
166415,0.3110261
173232,0.16780758
261875,0.30275556
156819,0.12926275
407537,0.1558599
287772,0.1990812
253812,0.2785122
404953,0.37688142
388036,0.11659598
168643,0.5720028
151295,0.58843946
287516,0.55540514
300301,0.5993558
385825,0.73525524
342798,0.3305368
363915,0.24433908
337857,0.9357348
410472,0.4262266
375740,0.4887582
455444,0.52204967
330262,0.44006437
371468,0.3207384
189088,0.2601546
226109,0.098537065
409265,0.27352333
372076,0.49429923
287958,0.2603152
383345,0.2070099
161008,0.21122897
344178,0.045435656
200711,0.2617294
312275,0.43884113
228789,0.20972297
107072,0.38198772
106220,0.26761803
392448,0.24246171
268123,0.3021237
211917,0.13969487
110092,0.55139744
239529,0.24429706
176018,0.20435023
358887,0.8540792
424200,0.27081916
223165,0.3741683
293056,0.7277909
198898,0.29521543
406665,0.28929937
185655,0.3586674
168670,0.70383143
432906,0.544203
334057,0.16268487
141983,0.35788196
240014,0.3505423
414718,0.2981255
256989,0.5080715
337166,0.21300925
375870,0.5239805
146353,0.33721748
371905,0.34128574
317624,0.38898617
322257,0.6649312
380916,0.28129187
377160,0.2967712
316881,0.64160657
271947,0.12636411
275991,0.48152807
352349,0.8234591
263500,0.48895273
422241,0.29155314
181684,0.73209465
153605,0.9033499
190337,0.36372578
264412,0.18151669
220195,0.27706483
448358,0.37612495
263840,0.11737204
283708,0.24563695
243088,0.6636452
421944,0.65402997
441943,0.61223805
148138,0.6812197
391101,0.30116475
126308,0.7376445
429942,0.1682585
229226,0.21684515
238280,0.45572567
318194,0.46701238
143051,0.12749776
288014,0.0968046
386752,0.23741207
286523,0.6205147
367416,0.29499215
188289,0.3534015
254091,0.5631149
315182,0.6354808
210629,0.32648766
270177,0.72448117
209617,0.2041184
235385,0.41495717
173338,0.4216991
234067,0.23987064
351456,0.43035826
314421,0.5129465
442923,0.15488711
408497,0.1697916
256730,0.403687
371411,0.32213607
241019,0.4387854
102603,0.7368627
347872,0.32881194
205423,0.25726044
323648,0.22765778
364386,0.420709
154572,0.2962444
416554,0.54697955
181405,0.5984644
118779,0.16367055
204591,0.5014134
249982,0.16779661
199235,0.2312487
369099,0.55762863
113412,0.24768057
299111,0.55227256
423773,0.09810242
454931,0.24467431
272400,0.5301743
111743,0.23305506
428037,0.56700826
419246,0.35793313
261945,0.408965
101439,0.34817725
165356,0.33855465
106699,0.8787963
281305,0.68119997
427689,0.3005621
133072,0.70856
365580,0.5861271
199485,0.1393154
155288,0.68422836
302170,0.2866503
321711,0.58398557
115215,0.34749994
291243,0.15811487
323531,0.8319562
187351,0.33582538
128956,0.13842943
134160,0.7739716
382844,0.18757263
150957,0.46026513
256142,0.06286244
376069,0.09945825
453521,0.653041
321826,0.5662079
329778,0.37644288
169139,0.13026635
121393,0.46687946
396413,0.232677
233524,0.44609076
157034,0.36359742
330051,0.6004568
253207,0.4297936
109932,0.17461747
405830,0.41164714
293800,0.74858713
390236,0.45487922
425545,0.5764458
275606,0.5097214
131053,0.41730896
128853,0.42774197
436524,0.4164316
389308,0.33509508
430239,0.48276073
432756,0.31405047
337795,0.555249
320725,0.4660243
215156,0.15534686
416493,0.7783714
298343,0.25173727
148259,0.1597098
103801,0.54354596
450502,0.60370195
280759,0.49141204
456208,0.45596457
316609,0.19199531
283039,0.64393044
216243,0.5721137
154559,0.5533008
360869,0.11270885
341708,0.6821603
154433,0.08522142
276721,0.37745023
237680,0.23078258
406760,0.40375805
242291,0.24924976
367774,0.19977136
431935,0.25766256
254975,0.15827155
124865,0.4214024
180075,0.3957677
395793,0.20437545
306410,0.19465119
413358,0.75026715
184307,0.45241693
439456,0.5431372
387487,0.5478384
230253,0.21678968
152997,0.30674475
396308,0.5417844
132207,0.43303186
359077,0.5391827
422601,0.20865473
154574,0.34811136
232408,0.46918404
230452,0.23961923
374268,0.31490943
372214,0.42515942
274969,0.32701862
169340,0.6785338
301450,0.28625268
326545,0.90077996
190765,0.1991308
144298,0.46517116
401504,0.49397358
291527,0.44548243
299427,0.2815024
352800,0.68271667
211957,0.6574902
360896,0.63891315
437170,0.74591684
429454,0.5461587
291770,0.1667157
228966,0.24947248
183853,0.3653113
271287,0.546701
374601,0.28698015
104316,0.3293833
239317,0.65878123
312087,0.47632408
274722,0.5715222
400383,0.41599536
198074,0.35922328
204394,0.38032573
160416,0.09349267
410145,0.37085578
168207,0.20638493
219490,0.40023988
283905,0.69891626
162879,0.3080825
194628,0.50875723
120757,0.29446346
301662,0.10012675
376287,0.14431433
344309,0.84541035
329057,0.5902997
316004,0.42247593
103929,0.37598863
306996,0.42689535
164893,0.23193869
446114,0.35806152
441470,0.1379043
117180,0.2801814
227394,0.3601484
319380,0.37044644
352072,0.40377453
213136,0.23566075
339779,0.42146596
245875,0.45138657
203310,0.5044566
170667,0.5518467
237678,0.34591666
388178,0.5499779
344867,0.23400468
343148,0.25590602
355322,0.7270733
257924,0.38815656
326673,0.5407092
214519,0.4737506
270263,0.7338493
380809,0.6437109
333245,0.55982816
418105,0.10467117
419263,0.18521498
139525,0.1548007
278269,0.18154265
315175,0.23443061
260977,0.44255766
188139,0.5403498
293550,0.59125304
311956,0.46709907
341432,0.70000094
111850,0.22918461
221068,0.66612107
262208,0.4367923
328153,0.82842535
272342,0.3558693
221137,0.65794307
399440,0.783267
262244,0.46180844
178414,0.29245323
356103,0.5799111
275155,0.23546796
118069,0.44336033
295744,0.5014886
389882,0.32563683
354921,0.17014238
274240,0.31428775
241383,0.3229454
105896,0.5283188
399447,0.7243264
173733,0.452719
429594,0.4227271
400370,0.50085247
359179,0.49950007
346236,0.63891447
139299,0.62526894
268026,0.08681802
199427,0.25655627
319418,0.13654914
306122,0.30682632
405430,0.21268234
245248,0.08028723
356729,0.08774551
302695,0.6762177
451152,0.38072208
127236,0.7440883
166887,0.11143721
203894,0.40900943
122406,0.4547752
240334,0.43777683
232709,0.51865214
239386,0.7325048
296182,0.7541184
198947,0.34982887
315486,0.3242509
104434,0.35665175
323492,0.26814547
241000,0.43509766
265192,0.53068185
386093,0.21482322
164337,0.3594205
404178,0.31107873
273825,0.22735883
419529,0.6778696
322534,0.3631956
211427,0.27072245
412423,0.32635906
176543,0.29540938
348741,0.06081492
371370,0.6945569
357876,0.574649
275382,0.32822707
423868,0.22249609
148418,0.58628994
182956,0.28615466
350624,0.26443696
158239,0.66379845
138045,0.31075728
393636,0.24634567
372137,0.17591612
197380,0.17278002
206832,0.7072764
108257,0.6705648
353664,0.100429736
405095,0.4296895
213079,0.177573
404787,0.5616758
316913,0.6068865
298779,0.7561449
163811,0.91923916
322455,0.52837735
209807,0.66375786
455431,0.6293118
149324,0.23162636
205356,0.46013263
394715,0.4122641
389883,0.3171854
218915,0.7422935
424068,0.23609653
142903,0.46515164
336223,0.44787285
226581,0.814067
230664,0.7763647
247744,0.42811358
367840,0.55437934
249750,0.35870045
107182,0.64637876
429428,0.52194965
